geneSymbol,diseaseId,diseaseName
ERCC6,C0751039,"Cockayne Syndrome, Type I"
ERCC8,C0751038,"Cockayne Syndrome, Type II"
ERCC1,C0751038,"Cockayne Syndrome, Type II"
ERCC6,C0751038,"Cockayne Syndrome, Type II"
ERCC8,C0751037,"Cockayne Syndrome, Type III"
ERCC6,C0751037,"Cockayne Syndrome, Type III"
LMNB1,C0751918,Cockayne-Pelizaeus-Merzbacher Disease
PLP1,C0751918,Cockayne-Pelizaeus-Merzbacher Disease
COL7A1,C0079136,Cockayne-Touraine Disease
MMP1,C0079136,Cockayne-Touraine Disease
CHUK,C3150891,COCOON SYNDROME
LONP1,C1838180,CODAS syndrome
COASY,C4517377,Coenzyme A synthase protein associated neurodegeneration
COQ2,C1843920,COENZYME Q10 DEFICIENCY
COQ8A,C1843920,COENZYME Q10 DEFICIENCY
COQ9,C1843920,COENZYME Q10 DEFICIENCY
COQ2,C3551954,"COENZYME Q10 DEFICIENCY, PRIMARY, 1"
COQ8A,C3551954,"COENZYME Q10 DEFICIENCY, PRIMARY, 1"
COQ9,C3551954,"COENZYME Q10 DEFICIENCY, PRIMARY, 1"
PDSS1,C3553354,"COENZYME Q10 DEFICIENCY, PRIMARY, 2"
PDSS2,C3553358,"COENZYME Q10 DEFICIENCY, PRIMARY, 3"
COQ9,C3553374,"COENZYME Q10 DEFICIENCY, PRIMARY, 5"
COQ6,C3553349,"COENZYME Q10 DEFICIENCY, PRIMARY, 6"
COQ4,C4225392,"COENZYME Q10 DEFICIENCY, PRIMARY, 7"
COQ7,C4225226,"COENZYME Q10 DEFICIENCY, PRIMARY, 8"
RPS6KA3,C0265252,Coffin-Lowry syndrome
DPF2,C0265338,Coffin-Siris syndrome
SMARCA1,C0265338,Coffin-Siris syndrome
SMARCA2,C0265338,Coffin-Siris syndrome
SMARCA4,C0265338,Coffin-Siris syndrome
SMARCB1,C0265338,Coffin-Siris syndrome
SMARCC2,C0265338,Coffin-Siris syndrome
SMARCE1,C0265338,Coffin-Siris syndrome
SOX4,C0265338,Coffin-Siris syndrome
SOX11,C0265338,Coffin-Siris syndrome
ARID1A,C0265338,Coffin-Siris syndrome
ARID1B,C0265338,Coffin-Siris syndrome
PHF6,C0265338,Coffin-Siris syndrome
ARID2,C0265338,Coffin-Siris syndrome
SMARCA4,C3553249,COFFIN-SIRIS SYNDROME 4
SMARCE1,C4310788,COFFIN-SIRIS SYNDROME 5
DPF2,C4747954,COFFIN-SIRIS SYNDROME 7
COG5,C3150876,COG5 congenital disorder of glycosylation
AGT,C0009241,Cognition Disorders
APOE,C0009241,Cognition Disorders
APP,C0009241,Cognition Disorders
BCHE,C0009241,Cognition Disorders
COMT,C0009241,Cognition Disorders
CRH,C0009241,Cognition Disorders
DRD2,C0009241,Cognition Disorders
DRD3,C0009241,Cognition Disorders
EIF2S1,C0009241,Cognition Disorders
EPO,C0009241,Cognition Disorders
FGF14,C0009241,Cognition Disorders
FMR1,C0009241,Cognition Disorders
FOSB,C0009241,Cognition Disorders
GSK3B,C0009241,Cognition Disorders
IGF2,C0009241,Cognition Disorders
LAMB2,C0009241,Cognition Disorders
SMAD4,C0009241,Cognition Disorders
MAOA,C0009241,Cognition Disorders
MAPT,C0009241,Cognition Disorders
MET,C0009241,Cognition Disorders
OTC,C0009241,Cognition Disorders
OXTR,C0009241,Cognition Disorders
PSEN1,C0009241,Cognition Disorders
PTGS2,C0009241,Cognition Disorders
SLC1A1,C0009241,Cognition Disorders
SLC6A4,C0009241,Cognition Disorders
SLC10A2,C0009241,Cognition Disorders
TSC1,C0009241,Cognition Disorders
VIP,C0009241,Cognition Disorders
ZNF41,C0009241,Cognition Disorders
NR0B2,C0009241,Cognition Disorders
CDK5R1,C0009241,Cognition Disorders
ABCC4,C0009241,Cognition Disorders
AFF4,C0009241,Cognition Disorders
SLC4A10,C0009241,Cognition Disorders
SLC51B,C0009241,Cognition Disorders
SLC51A,C0009241,Cognition Disorders
RAB40AL,C0009241,Cognition Disorders
SCN8A,C3280415,COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA
CYP2D6,C0151564,Cogwheel Rigidity
GCH1,C0151564,Cogwheel Rigidity
NPY,C0151564,Cogwheel Rigidity
NTS,C0151564,Cogwheel Rigidity
PDE8B,C0151564,Cogwheel Rigidity
VPS13B,C0265223,Cohen syndrome
EED,C4479654,COHEN-GIBSON SYNDROME
ABCB1,C1861502,COLCHICINE RESISTANCE
SLC14A1,C0175816,Cold Hemagglutinin Disease
PIGA,C0086774,Cold paroxysmal hemoglobinuria
PIGT,C0086774,Cold paroxysmal hemoglobinuria
CRLF1,C1848947,COLD-INDUCED SWEATING SYNDROME 1
CLCF1,C1848947,COLD-INDUCED SWEATING SYNDROME 1
KLHL7,C1848947,COLD-INDUCED SWEATING SYNDROME 1
CRLF1,C1853198,COLD-INDUCED SWEATING SYNDROME 2
CLCF1,C1853198,COLD-INDUCED SWEATING SYNDROME 2
KLHL7,C1853198,COLD-INDUCED SWEATING SYNDROME 2
P4HB,C1862178,Cole Carpenter syndrome
SEC24D,C1862178,Cole Carpenter syndrome
ENPP1,C3809781,Cole disease
P4HB,C4317154,COLE-CARPENTER SYNDROME 1
SEC24D,C4225382,COLE-CARPENTER SYNDROME 2
IFNA2,C3888418,Colicky Pain
AHR,C0009319,Colitis
ALOX5,C0009319,Colitis
GCG,C0009319,Colitis
HMOX1,C0009319,Colitis
IFNG,C0009319,Colitis
IGF1,C0009319,Colitis
IL1B,C0009319,Colitis
IL4,C0009319,Colitis
IL6,C0009319,Colitis
IL10,C0009319,Colitis
IL17A,C0009319,Colitis
MIF,C0009319,Colitis
MPO,C0009319,Colitis
NOS2,C0009319,Colitis
PTGS2,C0009319,Colitis
RELA,C0009319,Colitis
SRC,C0009319,Colitis
ADAM17,C0009319,Colitis
TIMP3,C0009319,Colitis
TNF,C0009319,Colitis
TST,C0009319,Colitis
MADCAM1,C0009319,Colitis
NAMPT,C0009319,Colitis
SIRT1,C0009319,Colitis
GHRL,C0009319,Colitis
ACHE,C1266044,Collecting Duct Carcinoma of the Kidney
ACY1,C1266044,Collecting Duct Carcinoma of the Kidney
ALAD,C1266044,Collecting Duct Carcinoma of the Kidney
ALDH1A1,C1266044,Collecting Duct Carcinoma of the Kidney
ALK,C1266044,Collecting Duct Carcinoma of the Kidney
ALOX5,C1266044,Collecting Duct Carcinoma of the Kidney
ALOX12B,C1266044,Collecting Duct Carcinoma of the Kidney
ANXA4,C1266044,Collecting Duct Carcinoma of the Kidney
APAF1,C1266044,Collecting Duct Carcinoma of the Kidney
BIRC5,C1266044,Collecting Duct Carcinoma of the Kidney
APRT,C1266044,Collecting Duct Carcinoma of the Kidney
BCHE,C1266044,Collecting Duct Carcinoma of the Kidney
CAPG,C1266044,Collecting Duct Carcinoma of the Kidney
CASP2,C1266044,Collecting Duct Carcinoma of the Kidney
SCARB1,C1266044,Collecting Duct Carcinoma of the Kidney
CNN2,C1266044,Collecting Duct Carcinoma of the Kidney
CRABP1,C1266044,Collecting Duct Carcinoma of the Kidney
CRYAB,C1266044,Collecting Duct Carcinoma of the Kidney
CTSB,C1266044,Collecting Duct Carcinoma of the Kidney
CTSD,C1266044,Collecting Duct Carcinoma of the Kidney
DAPK1,C1266044,Collecting Duct Carcinoma of the Kidney
EEF2,C1266044,Collecting Duct Carcinoma of the Kidney
EPAS1,C1266044,Collecting Duct Carcinoma of the Kidney
ERBB2,C1266044,Collecting Duct Carcinoma of the Kidney
FLT1,C1266044,Collecting Duct Carcinoma of the Kidney
MTOR,C1266044,Collecting Duct Carcinoma of the Kidney
GJB1,C1266044,Collecting Duct Carcinoma of the Kidney
GRB7,C1266044,Collecting Duct Carcinoma of the Kidney
GSTM1,C1266044,Collecting Duct Carcinoma of the Kidney
GSTP1,C1266044,Collecting Duct Carcinoma of the Kidney
GSTT1,C1266044,Collecting Duct Carcinoma of the Kidney
HARS1,C1266044,Collecting Duct Carcinoma of the Kidney
HSPA9,C1266044,Collecting Duct Carcinoma of the Kidney
HSPB1,C1266044,Collecting Duct Carcinoma of the Kidney
HSPD1,C1266044,Collecting Duct Carcinoma of the Kidney
IFNA2,C1266044,Collecting Duct Carcinoma of the Kidney
IL4R,C1266044,Collecting Duct Carcinoma of the Kidney
IL6,C1266044,Collecting Duct Carcinoma of the Kidney
IL6R,C1266044,Collecting Duct Carcinoma of the Kidney
IL13,C1266044,Collecting Duct Carcinoma of the Kidney
KCNMA1,C1266044,Collecting Duct Carcinoma of the Kidney
KRT7,C1266044,Collecting Duct Carcinoma of the Kidney
KRT8,C1266044,Collecting Duct Carcinoma of the Kidney
KRT32,C1266044,Collecting Duct Carcinoma of the Kidney
L1CAM,C1266044,Collecting Duct Carcinoma of the Kidney
LDHB,C1266044,Collecting Duct Carcinoma of the Kidney
M6PR,C1266044,Collecting Duct Carcinoma of the Kidney
MET,C1266044,Collecting Duct Carcinoma of the Kidney
MITF,C1266044,Collecting Duct Carcinoma of the Kidney
MUC4,C1266044,Collecting Duct Carcinoma of the Kidney
NF2,C1266044,Collecting Duct Carcinoma of the Kidney
OGG1,C1266044,Collecting Duct Carcinoma of the Kidney
PEBP1,C1266044,Collecting Duct Carcinoma of the Kidney
PAK1,C1266044,Collecting Duct Carcinoma of the Kidney
PDHB,C1266044,Collecting Duct Carcinoma of the Kidney
PGK1,C1266044,Collecting Duct Carcinoma of the Kidney
PIK3CA,C1266044,Collecting Duct Carcinoma of the Kidney
POMC,C1266044,Collecting Duct Carcinoma of the Kidney
PRCC,C1266044,Collecting Duct Carcinoma of the Kidney
PTEN,C1266044,Collecting Duct Carcinoma of the Kidney
PTGS2,C1266044,Collecting Duct Carcinoma of the Kidney
PVALB,C1266044,Collecting Duct Carcinoma of the Kidney
RELA,C1266044,Collecting Duct Carcinoma of the Kidney
RYR1,C1266044,Collecting Duct Carcinoma of the Kidney
SFRP2,C1266044,Collecting Duct Carcinoma of the Kidney
SLC2A1,C1266044,Collecting Duct Carcinoma of the Kidney
SLC5A3,C1266044,Collecting Duct Carcinoma of the Kidney
SOD2,C1266044,Collecting Duct Carcinoma of the Kidney
ELOC,C1266044,Collecting Duct Carcinoma of the Kidney
HNF1A,C1266044,Collecting Duct Carcinoma of the Kidney
HNF1B,C1266044,Collecting Duct Carcinoma of the Kidney
TFE3,C1266044,Collecting Duct Carcinoma of the Kidney
TGM2,C1266044,Collecting Duct Carcinoma of the Kidney
TP53,C1266044,Collecting Duct Carcinoma of the Kidney
TSC1,C1266044,Collecting Duct Carcinoma of the Kidney
VHL,C1266044,Collecting Duct Carcinoma of the Kidney
MLLT10,C1266044,Collecting Duct Carcinoma of the Kidney
KDM5C,C1266044,Collecting Duct Carcinoma of the Kidney
BAP1,C1266044,Collecting Duct Carcinoma of the Kidney
TAGLN2,C1266044,Collecting Duct Carcinoma of the Kidney
UNC5C,C1266044,Collecting Duct Carcinoma of the Kidney
CRADD,C1266044,Collecting Duct Carcinoma of the Kidney
TNFSF10,C1266044,Collecting Duct Carcinoma of the Kidney
FPGT,C1266044,Collecting Duct Carcinoma of the Kidney
INPP4B,C1266044,Collecting Duct Carcinoma of the Kidney
RPL14,C1266044,Collecting Duct Carcinoma of the Kidney
ADIPOQ,C1266044,Collecting Duct Carcinoma of the Kidney
ZNF536,C1266044,Collecting Duct Carcinoma of the Kidney
KEAP1,C1266044,Collecting Duct Carcinoma of the Kidney
CUL7,C1266044,Collecting Duct Carcinoma of the Kidney
NDRG1,C1266044,Collecting Duct Carcinoma of the Kidney
CPQ,C1266044,Collecting Duct Carcinoma of the Kidney
BTG3,C1266044,Collecting Duct Carcinoma of the Kidney
AKAP13,C1266044,Collecting Duct Carcinoma of the Kidney
RNF139,C1266044,Collecting Duct Carcinoma of the Kidney
PDXDC1,C1266044,Collecting Duct Carcinoma of the Kidney
SYNE2,C1266044,Collecting Duct Carcinoma of the Kidney
PRAME,C1266044,Collecting Duct Carcinoma of the Kidney
YIPF3,C1266044,Collecting Duct Carcinoma of the Kidney
PNKD,C1266044,Collecting Duct Carcinoma of the Kidney
SETD2,C1266044,Collecting Duct Carcinoma of the Kidney
SHANK1,C1266044,Collecting Duct Carcinoma of the Kidney
LRP1B,C1266044,Collecting Duct Carcinoma of the Kidney
TET2,C1266044,Collecting Duct Carcinoma of the Kidney
PBRM1,C1266044,Collecting Duct Carcinoma of the Kidney
PIDD1,C1266044,Collecting Duct Carcinoma of the Kidney
AP5M1,C1266044,Collecting Duct Carcinoma of the Kidney
FMN2,C1266044,Collecting Duct Carcinoma of the Kidney
SPTBN4,C1266044,Collecting Duct Carcinoma of the Kidney
AHNAK,C1266044,Collecting Duct Carcinoma of the Kidney
BIRC7,C1266044,Collecting Duct Carcinoma of the Kidney
LMAN2L,C1266044,Collecting Duct Carcinoma of the Kidney
CARD11,C1266044,Collecting Duct Carcinoma of the Kidney
SLC49A4,C1266044,Collecting Duct Carcinoma of the Kidney
NAV3,C1266044,Collecting Duct Carcinoma of the Kidney
ZNF765,C1266044,Collecting Duct Carcinoma of the Kidney
NLRP12,C1266044,Collecting Duct Carcinoma of the Kidney
ZNF804A,C1266044,Collecting Duct Carcinoma of the Kidney
CSMD3,C1266044,Collecting Duct Carcinoma of the Kidney
LRRK2,C1266044,Collecting Duct Carcinoma of the Kidney
ASB15,C1266044,Collecting Duct Carcinoma of the Kidney
DNHD1,C1266044,Collecting Duct Carcinoma of the Kidney
FAAH2,C1266044,Collecting Duct Carcinoma of the Kidney
FLCN,C1266044,Collecting Duct Carcinoma of the Kidney
OR4C13,C1266044,Collecting Duct Carcinoma of the Kidney
VMO1,C1266044,Collecting Duct Carcinoma of the Kidney
MSGN1,C1266044,Collecting Duct Carcinoma of the Kidney
FAM111B,C1266044,Collecting Duct Carcinoma of the Kidney
ALOX12B,C3543867,Collodion Fetus
TGM1,C3543867,Collodion Fetus
ABCA12,C3543867,Collodion Fetus
ALOXE3,C3543867,Collodion Fetus
ACTG1,C4708599,Coloboma of choroid and retina
PAX6,C4708599,Coloboma of choroid and retina
SALL2,C4708599,Coloboma of choroid and retina
FZD5,C4708599,Coloboma of choroid and retina
ABCB6,C4708599,Coloboma of choroid and retina
PAX6,C0521573,Coloboma of eyelid
SALL2,C0521573,Coloboma of eyelid
FZD5,C0521573,Coloboma of eyelid
ABCB6,C0521573,Coloboma of eyelid
PAX6,C0344516,Coloboma of lens
SALL2,C0344516,Coloboma of lens
FZD5,C0344516,Coloboma of lens
ABCB6,C0344516,Coloboma of lens
PAX6,C0155299,Coloboma of optic disc
SALL2,C0155299,Coloboma of optic disc
FZD5,C0155299,Coloboma of optic disc
ABCB6,C0155299,Coloboma of optic disc
SPINT2,C0155299,Coloboma of optic disc
YAP1,C0795902,"Coloboma, cleft lip-palate and mental retardation syndrome"
SALL2,C4011974,"COLOBOMA, OCULAR, AUTOSOMAL RECESSIVE"
YAP1,C3805432,"COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR MENTAL RETARDATION"
MITF,C4310625,"COLOBOMA, OSTEOPETROSIS, MICROPHTHALMIA, MACROCEPHALY, ALBINISM, AND DEAFNESS"
BRAF,C0699790,Colon Carcinoma
ERBB3,C0699790,Colon Carcinoma
MAX,C0699790,Colon Carcinoma
MUTYH,C0699790,Colon Carcinoma
PPARG,C0699790,Colon Carcinoma
PTPN12,C0699790,Colon Carcinoma
PTPRJ,C0699790,Colon Carcinoma
SRC,C0699790,Colon Carcinoma
RAD54B,C0699790,Colon Carcinoma
GCG,C1257861,Colonic Inertia
OPRM1,C1257861,Colonic Inertia
POMC,C1257861,Colonic Inertia
PON1,C1257861,Colonic Inertia
GPBAR1,C1257861,Colonic Inertia
A2M,C0009375,Colonic Neoplasms
ACTA2,C0009375,Colonic Neoplasms
ACTG2,C0009375,Colonic Neoplasms
PARP4,C0009375,Colonic Neoplasms
ALDH1B1,C0009375,Colonic Neoplasms
ALOX5,C0009375,Colonic Neoplasms
ALOX12B,C0009375,Colonic Neoplasms
APC,C0009375,Colonic Neoplasms
BIRC5,C0009375,Colonic Neoplasms
ASCL2,C0009375,Colonic Neoplasms
ATP7A,C0009375,Colonic Neoplasms
BAK1,C0009375,Colonic Neoplasms
BAX,C0009375,Colonic Neoplasms
CCND1,C0009375,Colonic Neoplasms
BCL2,C0009375,Colonic Neoplasms
CACNA2D1,C0009375,Colonic Neoplasms
CBR1,C0009375,Colonic Neoplasms
CCND2,C0009375,Colonic Neoplasms
CCNH,C0009375,Colonic Neoplasms
CDKN1A,C0009375,Colonic Neoplasms
CDX2,C0009375,Colonic Neoplasms
CKM,C0009375,Colonic Neoplasms
CP,C0009375,Colonic Neoplasms
CRYAB,C0009375,Colonic Neoplasms
CTNNB1,C0009375,Colonic Neoplasms
CYP26A1,C0009375,Colonic Neoplasms
DEFA5,C0009375,Colonic Neoplasms
DMBT1,C0009375,Colonic Neoplasms
DNMT1,C0009375,Colonic Neoplasms
DPYD,C0009375,Colonic Neoplasms
TYMP,C0009375,Colonic Neoplasms
EGFR,C0009375,Colonic Neoplasms
ERBB2,C0009375,Colonic Neoplasms
MECOM,C0009375,Colonic Neoplasms
F5,C0009375,Colonic Neoplasms
FBP1,C0009375,Colonic Neoplasms
FOLR1,C0009375,Colonic Neoplasms
MTOR,C0009375,Colonic Neoplasms
GAST,C0009375,Colonic Neoplasms
FZD2,C0009375,Colonic Neoplasms
GAP43,C0009375,Colonic Neoplasms
GCG,C0009375,Colonic Neoplasms
GRIK2,C0009375,Colonic Neoplasms
GSTM5,C0009375,Colonic Neoplasms
GUCY1A1,C0009375,Colonic Neoplasms
HMGCS2,C0009375,Colonic Neoplasms
HES1,C0009375,Colonic Neoplasms
HSPA2,C0009375,Colonic Neoplasms
HSPB1,C0009375,Colonic Neoplasms
ICAM1,C0009375,Colonic Neoplasms
ID3,C0009375,Colonic Neoplasms
IFNG,C0009375,Colonic Neoplasms
IGF2,C0009375,Colonic Neoplasms
IGFBP1,C0009375,Colonic Neoplasms
IL1B,C0009375,Colonic Neoplasms
IL1RN,C0009375,Colonic Neoplasms
TNFRSF9,C0009375,Colonic Neoplasms
CXCL10,C0009375,Colonic Neoplasms
ITGA7,C0009375,Colonic Neoplasms
ITIH4,C0009375,Colonic Neoplasms
JUN,C0009375,Colonic Neoplasms
KCNH2,C0009375,Colonic Neoplasms
KRAS,C0009375,Colonic Neoplasms
LEP,C0009375,Colonic Neoplasms
LPL,C0009375,Colonic Neoplasms
LTF,C0009375,Colonic Neoplasms
MAOB,C0009375,Colonic Neoplasms
MCM2,C0009375,Colonic Neoplasms
MEP1A,C0009375,Colonic Neoplasms
MKI67,C0009375,Colonic Neoplasms
MLH1,C0009375,Colonic Neoplasms
MMP7,C0009375,Colonic Neoplasms
MMP9,C0009375,Colonic Neoplasms
MMP12,C0009375,Colonic Neoplasms
MTHFR,C0009375,Colonic Neoplasms
MUTYH,C0009375,Colonic Neoplasms
MYC,C0009375,Colonic Neoplasms
NFKB1,C0009375,Colonic Neoplasms
NOS2,C0009375,Colonic Neoplasms
NOTCH1,C0009375,Colonic Neoplasms
YBX1,C0009375,Colonic Neoplasms
ODC1,C0009375,Colonic Neoplasms
OXT,C0009375,Colonic Neoplasms
PRKN,C0009375,Colonic Neoplasms
PCNA,C0009375,Colonic Neoplasms
PCP4,C0009375,Colonic Neoplasms
SERPINB5,C0009375,Colonic Neoplasms
POLB,C0009375,Colonic Neoplasms
PPARG,C0009375,Colonic Neoplasms
MAP2K6,C0009375,Colonic Neoplasms
PTGS2,C0009375,Colonic Neoplasms
RELA,C0009375,Colonic Neoplasms
RFC1,C0009375,Colonic Neoplasms
S100A4,C0009375,Colonic Neoplasms
S100A9,C0009375,Colonic Neoplasms
CCL20,C0009375,Colonic Neoplasms
SLC2A1,C0009375,Colonic Neoplasms
SLC16A1,C0009375,Colonic Neoplasms
SLC19A1,C0009375,Colonic Neoplasms
SLC22A1,C0009375,Colonic Neoplasms
SOD2,C0009375,Colonic Neoplasms
SPARC,C0009375,Colonic Neoplasms
SRC,C0009375,Colonic Neoplasms
STAT3,C0009375,Colonic Neoplasms
SULT1A1,C0009375,Colonic Neoplasms
TAGLN,C0009375,Colonic Neoplasms
TCF7L2,C0009375,Colonic Neoplasms
TCF19,C0009375,Colonic Neoplasms
TGFBR2,C0009375,Colonic Neoplasms
TNF,C0009375,Colonic Neoplasms
TP53,C0009375,Colonic Neoplasms
TP53BP1,C0009375,Colonic Neoplasms
TPM3,C0009375,Colonic Neoplasms
TYMS,C0009375,Colonic Neoplasms
UMPS,C0009375,Colonic Neoplasms
VEGFA,C0009375,Colonic Neoplasms
WT1,C0009375,Colonic Neoplasms
AXIN2,C0009375,Colonic Neoplasms
BAP1,C0009375,Colonic Neoplasms
EOMES,C0009375,Colonic Neoplasms
RECK,C0009375,Colonic Neoplasms
LGR5,C0009375,Colonic Neoplasms
EIF3I,C0009375,Colonic Neoplasms
BECN1,C0009375,Colonic Neoplasms
TNFSF10,C0009375,Colonic Neoplasms
TNFRSF10A,C0009375,Colonic Neoplasms
PROM1,C0009375,Colonic Neoplasms
IL32,C0009375,Colonic Neoplasms
KDM5B,C0009375,Colonic Neoplasms
PTP4A3,C0009375,Colonic Neoplasms
KDM1A,C0009375,Colonic Neoplasms
RCOR1,C0009375,Colonic Neoplasms
PLCB1,C0009375,Colonic Neoplasms
BRD4,C0009375,Colonic Neoplasms
NOX1,C0009375,Colonic Neoplasms
SLCO1B3,C0009375,Colonic Neoplasms
SERTAD1,C0009375,Colonic Neoplasms
SH3KBP1,C0009375,Colonic Neoplasms
NOX4,C0009375,Colonic Neoplasms
LEF1,C0009375,Colonic Neoplasms
XAF1,C0009375,Colonic Neoplasms
RHOJ,C0009375,Colonic Neoplasms
NDRG2,C0009375,Colonic Neoplasms
TRMT11,C0009375,Colonic Neoplasms
RNF34,C0009375,Colonic Neoplasms
MACIR,C0009375,Colonic Neoplasms
LRG1,C0009375,Colonic Neoplasms
SLC5A8,C0009375,Colonic Neoplasms
MIR223,C0009375,Colonic Neoplasms
MIR98,C0009375,Colonic Neoplasms
PRR5-ARHGAP8,C0009375,Colonic Neoplasms
CCAT1,C0009375,Colonic Neoplasms
ALOX5,C0009376,Colonic Polyps
ILK,C0009376,Colonic Polyps
TRPM7,C0009376,Colonic Polyps
CNGA3,C0242225,Color blindness
GNAT2,C0242225,Color blindness
PDE6H,C0242225,Color blindness
ATF6,C0242225,Color blindness
CNGB3,C0242225,Color blindness
CNGA3,C0155018,"Color Blindness, Acquired"
GNAT2,C0155018,"Color Blindness, Acquired"
PDE6H,C0155018,"Color Blindness, Acquired"
ATF6,C0155018,"Color Blindness, Acquired"
CNGB3,C0155018,"Color Blindness, Acquired"
OPN1SW,C0155017,"Color Blindness, Blue"
CNGA3,C0155017,"Color Blindness, Blue"
GNAT2,C0155017,"Color Blindness, Blue"
PDE6H,C0155017,"Color Blindness, Blue"
ATF6,C0155017,"Color Blindness, Blue"
CNGB3,C0155017,"Color Blindness, Blue"
CNGA3,C0239777,"Color Blindness, Green"
GNAT2,C0239777,"Color Blindness, Green"
PDE6H,C0239777,"Color Blindness, Green"
ATF6,C0239777,"Color Blindness, Green"
CNGB3,C0239777,"Color Blindness, Green"
CNGA3,C0751042,"Color Blindness, Inherited"
GNAT2,C0751042,"Color Blindness, Inherited"
PDE6H,C0751042,"Color Blindness, Inherited"
ATF6,C0751042,"Color Blindness, Inherited"
CNGB3,C0751042,"Color Blindness, Inherited"
CNGA3,C0155015,"Color Blindness, Red"
GNAT2,C0155015,"Color Blindness, Red"
PDE6H,C0155015,"Color Blindness, Red"
ATF6,C0155015,"Color Blindness, Red"
CNGB3,C0155015,"Color Blindness, Red"
CNGA3,C0155016,"Color Blindness, Red-Green"
GNAT2,C0155016,"Color Blindness, Red-Green"
PDE6H,C0155016,"Color Blindness, Red-Green"
ATF6,C0155016,"Color Blindness, Red-Green"
CNGB3,C0155016,"Color Blindness, Red-Green"
CNGA3,C0009398,Color vision defect
GNAT2,C0009398,Color vision defect
PDE6H,C0009398,Color vision defect
ATF6,C0009398,Color vision defect
CNGB3,C0009398,Color vision defect
MUTYH,C1837991,"Colorectal Adenomatous Polyposis, Autosomal Recessive"
ATM,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
BARD1,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
CDH1,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
CDKN1B,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
CTNNA1,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
EPHX1,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
MSH2,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
MSH3,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
PTPRJ,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
RPS20,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
SMARCA4,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
XRCC4,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
EXO1,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
CHEK2,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
FAN1,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
MLH3,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
SEMA4A,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
NFKBIZ,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
PALB2,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1"
PMS2,C1838333,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 4"
MSH6,C1833477,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 5"
TGFBR2,C1860896,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6"
MLH3,C1858380,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 7 (disorder)"
EPCAM,C2750471,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 8"
GALNT12,C1837315,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 1"
POLD1,C2675481,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 10"
POLE,C3554460,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 12"
BMPR1A,C2677290,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 4"
GREM1,C2677290,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 4"
BMPR1A,C2677291,"COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 15"
GREM1,C2677291,"COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 15"
ABCA1,C0009402,Colorectal Carcinoma
ABCA3,C0009402,Colorectal Carcinoma
ABCA4,C0009402,Colorectal Carcinoma
ACACA,C0009402,Colorectal Carcinoma
ADARB2,C0009402,Colorectal Carcinoma
ADCY8,C0009402,Colorectal Carcinoma
ADH1B,C0009402,Colorectal Carcinoma
ADORA1,C0009402,Colorectal Carcinoma
ADORA3,C0009402,Colorectal Carcinoma
